x,y
966279.4512574399,1948357.9485327376
966408.5648173613,1948584.6433285458
966813.0498924127,1948327.8371160184
966520.524614019,1948306.1580753562
966560.3599928115,1948697.861050673
966598.6737348302,1948559.245112197
966460.8720313961,1948542.3827648617
967103.6867884794,1942120.134788841
967253.2926040149,1942211.5176007615
967923.5360941107,1943120.0981332988
967935.384220027,1942960.2907704976
967968.0597117859,1943317.9641673442
967472.0012414145,1941978.2276567477
967835.1448564758,1942370.2263417626
967346.3559344657,1942269.5086386364
967330.7093667327,1942562.4663807766
967266.7924162883,1942182.0638397916
967370.9581201331,1942455.467623238
967862.7952314728,1943209.755100797
967430.2311308,1942555.0860100386
968145.8184000362,1942229.4599112356
967367.6144818435,1942211.9553367782
967791.1922596024,1943142.4666140904
967671.4671144607,1942681.7310236886
967942.1475798263,1942032.5386503367
967553.0784816493,1942566.4764285109
967406.2653169642,1942711.1694777224
967182.9578125235,1942065.7908334068
967414.9809142828,1942341.131880769
967604.3804507952,1942889.9043845308
963266.8603487666,1945574.439602593
963316.438513564,1945473.8136102392
963681.5090103915,1945244.7677994343
963591.3105094603,1945133.1068617771
963344.1781102131,1944910.6369966827
963491.6425459008,1944838.3157797249
962845.6449432377,1944844.1770077888
966663.5370352519,1948541.3435356598
966667.4242625161,1948541.3279070272
962975.2433755373,1944769.9295329964
963180.7208843437,1945222.6764882829
963468.9410858137,1945303.5036756801
963132.969540847,1945336.6087399048
962789.5547641999,1944753.562897671
962705.873486903,1944660.1884285163
962668.2542723462,1944667.9018478107
963526.1866478997,1944541.0492255758
963944.527718011,1945079.8642051416
963157.550270501,1944900.8121858812
963241.6910645446,1944660.4618282213
963451.011125852,1944984.943990258
963393.2033722427,1944503.0250548194
963437.527873226,1945315.0694739602
963259.8120684716,1944600.8033382925
963104.188569096,1944806.7445409694
963655.8458058687,1945156.6775932512
963861.1322718128,1944967.1723296132
963546.729866348,1945547.7990265223
963240.3758896482,1945161.946209605
963757.3524038488,1944862.5583895547
963574.2281274335,1944623.9372454702
963035.3125239722,1944722.3986438361
963492.3141829253,1945151.8477999181
962967.8136383757,1945561.345271427
963194.4821179955,1945057.1940408444
963062.0441118502,1945227.6415495316
963270.6509804479,1945352.5294815302
963230.756216615,1945085.3246942589
963148.1800908683,1945099.6701029039
966509.1917000714,1948475.1756377013
966213.3269498356,1947198.9364717465
966053.9366773607,1947936.4945872487
965980.152904856,1948042.1962905638
965923.5652361406,1948161.0306661383
966213.4030117557,1947044.0548373305
966138.6629482263,1947394.1740104733
965661.0769473548,1947521.950922795
966536.1656540773,1947825.252276559
966546.9710196886,1947700.2828461127
966376.5004400492,1947496.4976959564
966266.3449797627,1947329.5266426667
966414.8446144328,1948041.0900924753
966267.6985074084,1947510.2530692136
966037.4336786857,1947207.5319771182
965794.2613933184,1947421.659583327
966340.3489313893,1947754.5951172304
966178.0216636796,1947945.3071145013
966147.7188393293,1947621.2447018812
966074.8761204493,1947785.1886118867
955017.1814043056,1954692.4806021652
954994.4669667985,1954694.3060180158
955278.1911458531,1954615.2047160435
957802.0427773558,1953739.2664100516
957751.9260636087,1953787.4963190292
956549.2979514318,1957545.0161324686
957922.1630654882,1955225.462320902
955529.8652806357,1956604.7651553808
955522.945955709,1955075.741869869
956657.2831335339,1956805.2329696913
958284.4526890197,1954941.1229500645
956616.9811943527,1955266.0290029047
956852.4814028344,1953402.813433425
957879.9708223278,1953206.2924176734
957550.9668078901,1953633.4838280773
956225.5910726627,1957427.977731088
956225.5910726627,1957427.977731088
957977.3092101418,1954903.566971446
957835.2246016476,1955282.1882262425
957141.811607006,1956038.4998857428
956831.6475273089,1954391.0347892265
956449.3874148426,1954439.0474328399
956459.2299857091,1954061.0300037041
956953.1391967676,1954002.1274985548
957982.3608388865,1955656.8734946437
956657.2724377628,1956548.7959863036
956905.4715303506,1956923.343813765
958081.6951349386,1956366.092871364
958050.7982013811,1956509.8069595455
958000.4967059098,1956492.4800046969
957997.5508244736,1956332.9518663927
958006.1468556356,1956379.690063733
958030.7132095397,1956348.769173417
958008.5476041373,1956370.9794422074
955567.0516187355,1956576.9776640292
955991.3526873187,1956312.8172398978
955986.4726796788,1956824.0612963275
956043.4970414984,1957021.4885962757
956024.8057958604,1956513.7681068298
